Title,Date,Author
Israeli healthcare startup drafts NBA star Giannis Antetokounmpo as ambassador,2022-08-10,Noga Martin/ILH Startup Editor
Famed Japanese fashion designer Issey Miyake dies at 84,2022-08-10,AP and ILH Staff
East Jerusalem land purchased by Jews in early 20th century reverts to state,2022-08-10,Netael Bandel
Israeli patent applications up 18.5% in 2021,2022-08-10,Hili Yacobi-Handelsman
Iranian American Jews make strides in US politics,2022-08-10,Karmel Melamed/JNS
"US commits to $1B worth of rockets, arms to support Ukraine",2022-08-10,News Agencies and ILH Staff
World Cup 2022 booking site replaces Israel with 'Occupied Palestinian Territories',2022-08-10,i24NEWS and ILH Staff
Has Lapid endorsed a new Israeli nuclear doctrine?,2022-08-10,Avigdor Haselkorn
"Taking aim at cost of living, Lieberman urges US, EU regulators to unravel red tape",2022-08-10,Sonia Gorodeisky and ILH Financial Desk
Can Israeli manufacturer bring super-efficient engines to the US Army?,2022-08-10,ILH Staff
Australia to protect Barrier Reef by banning coal mine,2022-08-10,AP and ILH Staff
"Primaries shake up Labor slate, potentially pushing senior ministers out of next Knesset",2022-08-10,Amir Ettinger and ILH Staff
Iran receives first telemetry data from 'Khayyam' satellite,2022-08-10,Reuters and ILH Staff
Musk sells $6.9B worth of Tesla sharesÂ,2022-08-10,Reuters and ILH Staff
IDF thwarts Islamic Jihad drone attack on Tamar gas rig,2022-08-10,JNS and ILH Staff
Israel Philharmonic to perform at Carnegie Hall on US tour,2022-08-10,ILH Staff
Islamic Jihad's threat to avenge Nablus terrorist's death puts ceasefire in danger,2022-08-10,Dana Ben-Shimon
"Away from Gaza, Islamic Jihad digs in against Israel on West Bank",2022-08-10,Reuters and ILH Staff
West Bank Palestinians can fly to Turkey from Eilat starting at end of August,2022-08-10,Reuters and ILH Staff
Herzog speaks to Putin about decision to shut down Jewish Agency in Russia,2022-08-10,Reuters and ILH Staff
Trump uses FBI raid on Florida mansion to solicit campaign donations,2022-08-10,Reuters and ILH Staff
"Hezbollah leader issues stern warning over gas field, military action in Lebanon",2022-08-09,"Shachar Kleiman, Reuters and ILH Staff"
'Confronting Hate' exhibit portrays how AJC broached antisemitism during World War II,2022-08-09,Dovid Zaklikowski
Israel surprised the Palestinian Islamic Jihad,2022-08-09,Yoni Ben Menachem
Smart shopping cart startup Shopic raises $35M to accelerate deployment,2022-08-09,Noga Martin/ILH Startup Editor
Report: Iran makes $10M import order using cryptocurrency,2022-08-09,Reuters and ILH Staff
Sheba Medical Center to use military thermal imaging tech from Elbit,2022-08-09,Noga Martin/ILH Startup Editor
"Poll: 68% of Israelis believe Lapid handled Gaza conflict well, political blocs hold steady",2022-08-09,ILH Staff
EU submits 'final' draft for new Iran nuclear deal as Tehran drags its feet,2022-08-09,Reuters and ILH Staff
Hate crimes surge in Canada; Jews remain leading target in 2021,2022-08-09,JNS and ILH Staff
"Israel tourism rebounds in July, still well below pre-COVID levels",2022-08-09,Reuters and ILH Staff
German university to keep name of 15th-century antisemitic founder,2022-08-09,JNS and ILH Staff
'State couldn't care less that Jewish heritage sites are being destroyed',2022-08-09,Hanan Greenwood
IRGC chief says Palestinians 'not alone' in fight against Israel,2022-08-09,News Agencies and ILH Staff
Report: Snapchat owner plans to lay off employees,2022-08-09,Reuters and ILH Staff
Space tech startups join forces to solve moon oxygen problem,2022-08-09,Noga Martin/ILH Startup Editor
'Grease' star Olivia Newton-John dies at 73,2022-08-09,AP and ILH Staff
"Israel, Turkey planning first economic summit in 13 years",2022-08-09,Ariel Kahana
IDF eliminates head of al-Aqsa Martyrs' Brigades in Nablus,2022-08-09,"Dana Ben-Shimon, Lilach Shoval and News Agencies"
'Hamas was afraid of losing control over Gaza',2022-08-09,Dana Ben-Shimon
Egypt emerges as linchpin of new Mideast security architecture,2022-08-09,Dr. Eran Lerman
Israel re-opens crossings to Gaza Strip as cease-fire holds,2022-08-09,Reuters and ILH Staff
Avoiding mention of Iran while urging Israeli restraint,2022-08-09,Ruthie Blum
US hopes Mideast tensions won't spoil consensus on nuclear issues,2022-08-09,Mike Wagenheim/JNS
"After Lapid, el-Sissi stress cooperation, Egypt berates Israel in UN",2022-08-09,"Tamir Morag, Shachar Kleiman, i24NEWS and AP"
'Israel achieved its main goals in Operation Breaking Dawn',2022-08-09,Tamir Morag
"White-supremacist graffiti discovered in suburban Washington, DC",2022-08-09,JNS and ILH Staff
Former health minister Yaakov Litzman sentenced to 8 months in jail,2022-08-08,Netael Bandel and i24NEWS
"IDF operation in Gaza was 'not by choice,' senior official says",2022-08-08,Tamir Morag and Ariel Kahana
Pompeii artifacts shed light on city's ancient middle class,2022-08-08,AP and ILH Staff
Major media outlets grossly underreport number of Israelis under rocket fire,2022-08-08,Tamar Sternthal/JNS
Local Chabad offers aid to Kentucky flood victims,2022-08-08,Faygie Holt/JNS
Islamic Jihad mulls compensating Gaza victims of misfires,2022-08-08,Dana Ben-Shimon
Israeli engineering school ranked 5th in world for its handling of COVID,2022-08-08,Noga Martin/ILH Startup Editor
Lapid and Gantz could save Israeli politics,2022-08-08,Nechama Duek
South Korea launches its first spacecraftÂ  to the moon,2022-08-08,AP and ILH Staff
Antisemitism on the field: The English soccer team inciting Israel hatred,2022-08-08,Ariel Bulshtein
US Senate passes $430B billion bill to fight climate change,2022-08-08,Reuters and ILH Staff
Apparel maker Delta Galil chooses Infor Nexus platform to manage supply chain,2022-08-08,Noga Martin/ILH Startup Editor
Negotiators 'optimistic' about reaching nuclear deal 'within days',2022-08-08,News Agencies and ILH Staff
United Airlines crew refuses to fly to Israel,2022-08-08,Shimon Yaish
Haat food delivery app expands from rural Arab Israeli communities to city,2022-08-08,i24NEWS and ILH Staff
The unsavory skinny on medical fatphobia in IsraelÂ,2022-08-08,Bat-Chen Epstein Elias
Amazon to buy iRobot for $1.7B,2022-08-08,AP and ILH Staff
Unilever freezes July wages for Ben & Jerry's directors,2022-08-08,Reuters and ILH Staff
Report: Israeli hackers down IRGC's news website,2022-08-08,Erez Linn
Free platform helps prospective parents fulfill their dream,2022-08-08,Noga Martin/ILH Startup Editor
Ukraine's Zelenskyy rails at Russia's 'nuclear terror',2022-08-08,Reuters and ILH Staff
IDF demolishes homes of terrorists behind Elad attack,2022-08-08,Lilach Shoval and Shachar Kleiman
"'More Palestinian casualties from failed rocket launches than IDF attacks,' army says",2022-08-08,"Tamir Morag, Dana Ben-Shimon and ILH Staff"
Residents of southern Israel worry rocket fire will continue,2022-08-08,"Ilya Egorov, i24NEWS and ILH Staff"
"Longtime AP correspondent, editor Marcus Eliason dies at 75",2022-08-08,AP and ILH Staff
Truce announced after 3 days of fighting as Egypt takes center stage,2022-08-07,Reuters and ILH Staff
"Campaign off to a good start, but things could go wrong",2022-08-07,Amnon Lord
"As Egyptian-led truce talks intensify, rockets fired on Tel Aviv",2022-08-07,Reuters and ILH Staff
"Likud, Labor face primaries dilemma over Gaza op",2022-08-07,ILH Staff
Gal Gadot spotted in Tel Aviv,2022-08-07,Eran Swissa
Thousands of Jews visit Temple Mount to mark Tisha B'Av,2022-08-07,Hanan Greenwood and Yori Yalon
Southern Israel hit by massive rocket barrage as ceasefire talks intensify,2022-08-07,"Lilach Shoval, Ariel Kahana and Shachar Kleiman"
Bella Hadid takes aim at Israel again in new Instagram post,2022-08-07,ILH Staff
What's next for Operation Breaking Dawn?,2022-08-07,Yoav Limor
Moscow's 'rebel rabbi' says Russian Jewish community being held 'hostage',2022-08-07,Hanan Greenwood
Iran urges 'realistic' US response to revive nuclear deal,2022-08-07,Reuters and ILH Staff
"Group of filmmakers, artists urge international festival to boycott Israeli screening",2022-08-07,JNS and ILH Staff
UN Security Council calls emergency meeting over Gaza fighting,2022-08-07,ILH Staff
Israeli rock climbers put country on the map at European championships,2022-08-07,Oren Aharoni
Hezbollah leader warns Israel against 'miscalculations' in Lebanon,2022-08-07,Shachar Kleiman
'Entire security echelon of Palestinian Islamic Jihad has been eliminated',2022-08-07,"Lilach Shoval, Ariel Kahana and Shachar Kleiman"
Natalie Portman spotted in Israel,2022-08-07,Eran Swissa
Israel rejects apology of UN official who said 'Jewish lobby' controls social media,2022-08-07,JNS and ILH Staff
Time to maximize Israeli heart and minimize the hatred,2022-08-07,David M. Weinberg
IDF pummels Gaza as nonstop rocket fire pounds southern Israel,2022-08-06,"Lilach Shoval, Tamir Morag, Shachar Kleiman and News Agencies"
PM Lapid vows 'zero tolerance for any attack from Gaza',2022-08-05,ILH Staff
'This is just the beginning:' Islamic Jihad fires massive rocket salvo at southern Israel,2022-08-05,Lilach Shoval and News Agencies
IDF unleashes massive airstrikes on Islamic Jihad targets in Gaza,2022-08-05,"Lilach Shoval, Itsik Saban and News Agencies"
"Report: Intel, Italy near $5B deal for chip factory",2022-08-05,Reuters and ILH Staff
PepsiCo expands deal with Israel's UBQ MaterialsÂ,2022-08-05,Noga Martin/ILH Startup Editor
Talon Cyber Security raises $100M in Series AÂ,2022-08-05,Noga Martin/ILH Startup Editor
"Decades after serving, Jewish lieutenant receives World War II war medals",2022-08-05,Faygie Holt/JNS
'US won't wait forever for Iran to accept nuclear deal',2022-08-05,Reuters and ILH Staff
Shutting down southern Israel is better than placating the keyboard warriors,2022-08-05,Yoav Limor
Videos in English depict last 6 months of Anne Frank's life,2022-08-05,AP and ILH Staff
Iran accuses Israel of using ISIS terrorists to plot attacks,2022-08-05,"i24NEWS, News Agencies and ILH Staff"
Heavy-hitter Israeli VC firm steps up to bat in New York,2022-08-05,ILH Staff
France wonders what to do about underweight whale lost in Seine river,2022-08-05,Reuters and ILH Staff
Long-lost Banksy painting pops up in Tel Aviv art gallery,2022-08-05,AP and ILH Staff
Publisher Bertelsmann to investigate magazine founder's Nazi ties,2022-08-05,JNS and ILH Staff
"Israeli sprinter flashes brilliance, wins historic gold at World U20 Championships",2022-08-05,Oren Aharoni
"Rare, endangered guitarfish spotted in Gulf of Eilat",2022-08-05,Assaf Golan
Authorities fear repeat of Tisha B'Av clashes over religious coercion at Western Wall,2022-08-05,Hanan Greenwood
"Iranian hackers likely behind Albania cyberattack in July, US firm reports",2022-08-05,AP and ILH Staff
4 in critical condition after being hit by lightning near White House,2022-08-05,AP and ILH Staff
Taliban plays innocent about al-Qaida leader's presence in Kabul,2022-08-05,Reuters and ILH Staff
iPhone supplier: No stoppage in shipments from mainland China plant,2022-08-05,Reuters and ILH Staff
PA planning diplomatic blitz for full membership status at UN,2022-08-05,Dana Ben-Shimon
Russian FM: Moscow ready to swap WNBA star for arms dealer,2022-08-05,Reuters and ILH Staff
DoorDash sees record quarter after Wolt acquisition,2022-08-05,AP and ILH Staff
"Israeli, Moroccan police team up to hunt down criminal fugitives",2022-08-05,i24NEWS and ILH Staff
Iran holds mass funeral for Guard officers killed in Syria,2022-08-05,AP and ILH Staff
"Taiwan responds to Chinese military incursions by dispatching aircraft, ships",2022-08-05,Reuters and ILH Staff
PM Lapid: 'We will not shy away from using force;' IDF bolsters forces near Gaza,2022-08-04,"Tamir Morag, Lilach Shoval and ILH Staff"
Saudis open airspace to more flights serving Israel,2022-08-04,Reuters and ILH Staff
"Jewish Agency in Russia soldiers on despite tensions, immigration surge",2022-08-04,David Isaac/JNS
"'Now it is up to Biden to make a decision,' Iranian official says as JCPOA talks continue",2022-08-04,Reuters and ILH Staff
Israel working on 5-way summit with Abraham Accords' heads of state,2022-08-04,Mati Tuchfeld
Romania to compensate Holocaust survivors in IsraelÂ via social security system,2022-08-04,JNS and ILH Staff
"Israelis love to hate, grow increasingly polarized, study finds",2022-08-04,Nadav Shragai
"As powers resume talks, Iran installs advanced centrifuges at Natanz",2022-08-04,"Tamir Morag, i24NEWS and Reuters"
Newly-elected Grand Master offers rake peek into Israeli Freemasonry,2022-08-04,Eyal Levi
"UC Irvine gets millions to educate on Holocaust, antisemitism",2022-08-04,JNS and ILH Staff
"'If we want to slash prices, we must tackle centralization'",2022-08-04,Sonia Gorodeisky
Israeli-Italian F-35 drill 'a milestone in IAF's international cooperation',2022-08-04,Yaakov Lappin/JNS
"'Ukraine nuclear plant out of control,' IAEA chief warns",2022-08-04,AP and ILH Staff
Yesh Atid officially launches election campaign,2022-08-04,Amir Ettinger
IDF soldier drownsÂ during unit outing,2022-08-04,Lilach Shoval
"US Senate backs Finland, Sweden's NATO bid, rebuking Russia",2022-08-04,AP and ILH Staff
Operation Breakwater reins in terrorism in Judea and Samaria,2022-08-04,Yaakov Lappin/JNS
Report: Shin Bet knew about Gilboa Prison pimping scandalÂ,2022-08-04,ILH Staff
"Families of fallen IDF soldiers, captives in Gaza hold 3-day protest",2022-08-04,i24NEWS and ILH Staff
Ben-Gvir: I want to act to strengthen the state,2022-08-04,i24NEWS and ILH Staff
World's largest emergency room opens in Tel Aviv,2022-08-04,JNS and ILH Staff
"Warding off 'concrete threat,' IAF increases drone activity in Gaza",2022-08-04,Dana Ben-Shimon and i24NEWS
Air Seychelles becomes first airline to fly from Israel over Saudi Arabia,2022-08-03,i24NEWS and ILH Staff
"US, EU, Iran to send envoys to Vienna for nuclear talks",2022-08-03,AP and ILH Staff
'Watching al-Qaida chief's pattern of life was key to his death',2022-08-03,AP and ILH Staff
"While Israel is focused on Iran, nuclear danger is rearing its head elsewhere",2022-08-03,Tamir Morag
"OPEC+ agrees to up oil output by 100,000 barrels a day",2022-08-03,Reuters and ILH Staff
Pro-Israel candidate wins Michigan House primary,2022-08-03,Ariel Kahana
Is the Israeli government unknowingly funding a far-left institution?,2022-08-03,Yifat Erlich
Archbishop who carried $460K from Israel to Lebanon sparks sectarian brawl,2022-08-03,AP and ILH Staff
"Flow Security announces $10M seed round, launches next-gen data security platform",2022-08-03,Noga Martin/ILH Startup Editor
CropX farm management system connects with John DeereÂ,2022-08-03,Noga Martin/ILH Startup Editor
Coalition parties must present a united front,2022-08-03,Dan Margalit
"Mexican unicorns unlike to IPO locally, exchange head saysÂ",2022-08-03,Reuters and ILH Staff
Actress Amber Heard spotted in Tel Aviv,2022-08-03,Eran Swissa
China blocks some Taiwan imports but avoids chip disruption,2022-08-03,AP and ILH Staff
"PayPal registers in Indonesia, access unblocked, company says",2022-08-03,Reuters and ILH Staff
Palestinians announce plans to build park on ancient Jewish site,2022-08-03,Hanan Greenwood
Hot dogs â and cats â get wearable fans to beat Japan's scorching summer,2022-08-03,AP and ILH Staff
Lufthansa to appoint antisemitism manager after viral incident,2022-08-03,ILH Staff
"Student sues Leeds U., alleges instructor failed her for not criticizing Israel",2022-08-03,JNS and ILH Staff
US targets Putin's rumored girlfriend with sanctions,2022-08-03,AP and ILH Staff
Hamas summer camps offer children firearms training,2022-08-03,ILH Staff
Israel signs contract to build embassy in Morocco,2022-08-03,ILH Staff
Former Yisrael BeytenuÂ MK announces independent Knesset bid,2022-08-03,Amir Ettinger
President Herzog calls for investigation of alleged sex abuse at Gilboa PrisonÂ,2022-08-03,ILH Staff
Israeli museum to be dressed in designs by late local designer Alber Elbaz,2022-08-03,Inbal Elmaliach
Israeli diplomat awarded Thai royal honor,2022-08-03,Hili Yacobi-Handelsman and ILH Staff
Former Egyptian commando tapped as likely al-Qaida successor,2022-08-03,Shachar Kleiman and ILH Staff
EU signs joint procurement deal with Spain's HIPRA for COVID vaccines,2022-08-03,Reuters and ILH Staff
Egyptian mediators focus de-escalation efforts on Islamic Jihad leaders in Lebanon,2022-08-03,"Lilach Shoval, Dana Ben-Shimon and Ilya Egorov"
Jordanian athlete refuses to compete against Israeli peer,2022-08-03,ILH Sports Desk
Ukraine's hopes sky-high as battle to retake Kherson inches forward,2022-08-02,Illia Ponomarenko
"IAEA says Iranian nuclear program 'ambitious,' alarmed by its 'very fast' pace",2022-08-02,Reuters and ILH Staff
"US House Speaker Pelosi arrives in Taiwan, defying Beijing",2022-08-02,AP and ILH Staff
7 For All Mankind to implement Israeli sizing tech,2022-08-02,Noga Martin/ILH Startup Editor
AI content creation startup Peech raises $8.3M in seed funding,2022-08-02,Noga Martin/ILH Startup Editor
Stephen King set to testify for government in books merger trial,2022-08-02,AP and ILH Staff
"Blinken: Return to nuclear deal remains best outcome for US, Iran, the world",2022-08-02,News Agencies and ILH Staff
Great jugs! 5 Talmudic-era storage vessels unearthed in Shiloh,2022-08-02,Hanan Greenwood
The Munich slaughter from the other side of the street,2022-08-02,Eldad Beck
IDF launches new mixed-gender infantry battalion,2022-08-02,Lilach Shoval
New Spanish-language handbook promotes IHRA definition of antisemitism,2022-08-02,JNS and ILH Staff
Grants offered to Jewish federations to resettle Ukrainian refugees,2022-08-02,JNS and ILH Staff
Gilboa Prison pimping scandal: Gantz seeks to bar IPS service for female soldiers,2022-08-02,Lilach Shoval
Probe clears Israel Police after report alleges spyware abuse,2022-08-02,Netael Bandel and AP
Sting warns during Warsaw concert of threats to democracy,2022-08-02,AP and ILH Staff
"US, Israel launch 4-day naval exercise in Red Sea",2022-08-02,ILH Staff
Lapid calls on UN chief to disband commission of inquiry on Israel over member's antisemitic comments,2022-08-02,ILH Staff
IDF on high alert in south following arrest of top Islamic Jihad official,2022-08-02,"Lilach Shoval, Dana Ben-Shimon, Hanan Greenwood and Ilya Egorov"
US kills al-Qaida leader in precision drone strike,2022-08-02,AP and ILH Staff
"Actress Nichelle Nichols, 'Star Trek's' Lt. Uhura, dies at 89",2022-08-02,AP and ILH Staff
